wave,flux,err,cont
4.899972391358549,0.017844138314441205,0.0005996588568171204,0.4874438153620363
4.90077398547205,0.0048010346065121,0.0005996588568171204,0.48744453137084764
4.901575572358284,0.0011928412208952466,0.0006503888785071649,0.4874466795259232
4.902377152030892,0.0003782417676080896,0.0008301071563919203,0.48745026021318605
4.903178724503518,0.0037165158262865705,0.0008946260143042155,0.48745444259083204
4.903980289789802,0.014982479488120704,0.001595501662494109,0.48745920483618066
4.904781847903385,0.029022406538942447,0.0016928516066097613,0.487459162821493
4.9055833988579085,0.03058944889723686,0.0018427410089536047,0.48745885870726463
4.906384942667014,0.02244231394127333,0.0018427410089536047,0.4874582965733962
4.907186479344343,0.028107262970768432,0.0018613749375633749,0.48745748048642185
4.907988008903537,0.06718541527503646,0.0020104919888463565,0.487456745524765
4.908789531358237,0.10401066545505994,0.0020662843471157765,0.4874560865311666
4.909591046722085,0.08480100096264931,0.002267448792108474,0.48745549838600266
4.910392555008721,0.0297609522324917,0.0026864735224860262,0.48745497600728477
4.911194056231787,0.006532360978204033,0.0026864735224860262,0.48745484537210626
4.911995550404926,-0.00479636344581702,0.0026864735224860262,0.48745419899113335
4.912797037541777,-0.0033664294185677957,0.002267448792108474,0.4874410250931805
4.913598517655983,0.00010706127362153373,0.0020677134380054137,0.48743045847698546
4.914399990761185,0.01223087447726462,0.0020662843471157765,0.48742371238148213
4.915201456871023,0.030397556294410544,0.0020628042830618926,0.48742110939195515
4.91600291599914,0.033174586199138045,0.0020628042830618926,0.48741870783636443
4.916804368159177,0.025601423176607963,0.002054568927697058,0.4874164998238062
4.9176058133647755,0.015041813880648347,0.002054568927697058,0.4874144775321176
4.918407251629576,0.014161716892143128,0.0020628042830618926,0.4874126332078767
4.919208682967222,0.05168238493390975,0.0020628042830618926,0.48741128211824325
4.920010107391352,0.08781929092831736,0.0020662843471157765,0.4874104076745987
4.920811524915609,0.07825701965871934,0.0020662843471157765,0.48740999340682045
4.921612935553634,0.03744120653098659,0.0020662843471157765,0.4874100229632805
4.922414339319069,0.0078774638362068,0.0020662843471157765,0.4874104801108448
4.923215736225555,0.002739644011749587,0.0020628042830618926,0.48741134873487296
4.924017126286733,0.008989277303836973,0.0020628042830618926,0.487412612839216
4.9248185095162444,0.014340690235702724,0.002054568927697058,0.48741425654621606
4.9256198859277305,0.02739458600811795,0.002054568927697058,0.487416264096707
4.926421255534834,0.036403755980453145,0.002054568927697058,0.48741861985001184
4.927222618351195,0.033783720050920674,0.0020628042830618926,0.48744373478653014
4.928023974390455,0.018337050694012647,0.0020628042830618926,0.4874685615943187
4.928825323666255,0.008364970964751584,0.002054568927697058,0.487496906288947
4.929626666192237,0.01685525963758333,0.002054568927697058,0.4875226619505641
4.930428001982043,0.04510120724734723,0.002054568927697058,0.4875315037987207
4.9312293310493125,0.08665240272341307,0.002054568927697058,0.48753962809228185
4.932030653407689,0.0953536038730951,0.002054568927697058,0.4875470428029782
4.932831969070812,0.046432031725614886,0.00202749575546546,0.48755375590117805
4.933633278052325,0.015317740674405445,0.002023240993577764,0.4875597753558874
4.934434580365868,0.007910528780092574,0.0019990529459395262,0.4875651091347506
4.935235876025081,0.009655207585393122,0.0019676167068857072,0.48756672243145743
4.936037165043608,0.018321516110569425,0.0019676167068857072,0.4875539088418913
4.936838447435089,0.025269297971687088,0.0019066531528383428,0.48755607329755335
4.937639723213166,0.03595796554520547,0.0019066531528383428,0.4875584922182582
4.938440992391479,0.024479629894983923,0.0019066531528383428,0.48756024282536853
4.939242254983672,0.010359768005154368,0.0017264450410325498,0.48756133236392674
4.940043511003383,0.0006754007373784843,0.0017264450410325498,0.4875617680734431
4.940844760464256,0.0027405408636244633,0.0017264450410325498,0.4875615571878947
4.941646003379931,0.026999604311146563,0.0017264450410325498,0.48756070693572684
4.942447239764051,0.07418519744091395,0.0017264450410325498,0.4875592245398512
4.943248469630255,0.09614011476277029,0.0017264450410325498,0.48755882560286934
4.944049692992186,0.05577077745263648,0.0017264450410325498,0.4875575192175525
4.944850909863486,0.0236922616578204,0.0017264450410325498,0.4875553195843086
4.945652120257794,0.009418592390403213,0.0017264450410325498,0.4875488947127106
4.946453324188753,0.009318372568611899,0.0019066531528383428,0.4875381672695179
4.947254521670005,0.01234756166985812,0.0019676167068857072,0.4875230593769889
4.948055712715189,0.022277823385891016,0.0021066547921387794,0.487508673759775
4.948856897337949,0.031912452108170286,0.0019676167068857072,0.4874950307924968
4.949658075551925,0.02191269419994507,0.0019676167068857072,0.48748215108517773
4.950459247370759,0.008431401370516733,0.0021066547921387794,0.48747005548324707
4.951260412808091,0.003034345290491569,0.0021899022144837798,0.4874587650675417
4.9520615718775645,0.0032563128094908467,0.0021899022144837798,0.4874486741535701
4.952862724592819,0.016394132193511435,0.0021899022144837798,0.48744271070415385
4.953663870967497,0.056560432687640994,0.0023027727131380714,0.4874408051652983
4.954465011015239,0.10272045648343053,0.0023027727131380714,0.48743979143793337
4.955266144749687,0.0884305463963756,0.0023027727131380714,0.4874396875030659
