wave,flux,err
4.516426640330227,NaN,0.2174711397098995
4.516446665888599,NaN,0.1963890625488753
4.516466691446971,NaN,0.1795830024985613
4.516486717005343,NaN,0.1605653450272802
4.516506742563715,NaN,0.1562302168662102
4.516526768122088,NaN,0.1433058824386404
4.516546793680459,NaN,0.1273145114950532
4.516566819238832,NaN,0.1198929145154372
4.516586844797203,NaN,0.1128645163584851
4.516606870355576,NaN,0.1095070022706014
4.516626895913948,NaN,0.1077232583022209
4.516646921472319,NaN,0.1052821583182039
4.516666947030692,NaN,0.1016573911523248
4.516686972589064,NaN,0.09792530711393671
4.516706998147436,NaN,0.09673806198883082
4.516727023705808,NaN,0.09808783572141405
4.516747526063189,NaN,0.09551545521507723
4.516767551621562,NaN,0.09476967900921396
4.516787577179933,NaN,0.09334630034241131
4.516807602738306,NaN,0.09152119577862687
4.516827628296678,NaN,0.09103529180376760
4.516847653855049,NaN,0.09166745224302762
4.516867679413422,NaN,0.09305166635743524
4.516887704971793,NaN,0.09380028135060288
4.516907730530166,NaN,0.09627212593674625
4.516927756088538,NaN,0.09965334657672247
4.516947781646910,NaN,0.1053543492149735
4.516967807205282,NaN,0.1126986026310523
4.516987832763655,NaN,0.1209855476802716
4.517007858322026,NaN,0.1345469274037458
4.517027883880399,NaN,0.1597860711312257
4.517047909438770,NaN,0.1898003122023290
4.517067934997143,NaN,0.2357331120007644
4.517087483756506,NaN,0.3145615005594018
4.517107509314878,NaN,0.3697929463527047
4.517127534873250,NaN,0.3697770062941806
4.517147560431622,NaN,0.3407346481596303
4.517167585989994,NaN,0.2761934154703410
4.517187611548366,NaN,0.2279272610565945
4.517207637106739,NaN,0.1973331039450359
4.517227662665110,NaN,0.1776879566430408
4.517247688223483,NaN,0.1665574144196683
4.517267713781855,NaN,0.1574435788345161
4.517287739340227,NaN,0.1530204054173917
4.517307764898599,NaN,0.1530350492749201
4.517327790456971,NaN,0.1570496301435077
4.517347816015343,NaN,0.1595229101919106
4.517367841573716,NaN,0.1590718965198824
4.517387867132087,NaN,0.1637542030120712
4.517407892690460,NaN,0.1685401198846660
4.517427441449823,NaN,0.1732049330196170
4.517447467008195,NaN,0.1858534980072784
4.517467492566567,NaN,0.2050175833414390
4.517487518124939,NaN,0.2216795079835269
4.517507543683311,NaN,0.2519911575524811
4.517527569241683,NaN,0.2908411080397456
4.517547594800056,NaN,0.3437879406601327
4.517567620358427,NaN,0.4266255538848965
4.517587645916800,NaN,0.5095309123583873
4.517607671475171,NaN,0.6591244194412152
4.517627220234535,NaN,1.081687400883473
4.517647245792907,NaN,1.360370529231368
4.517667271351280,NaN,1.691597061030285
4.517687296909651,NaN,3.749801070640598
4.517707322468024,NaN,4.757802722921933
4.517727348026396,NaN,5.252256482397590
4.517747373584768,NaN,15.97295332005281
4.517766922344131,NaN,24.83508012664634
4.517786947902503,NaN,46.20658915741793
4.517806973460875,NaN,19.74406813432327
4.517826999019247,NaN,51.98110537449925
4.517847024577620,NaN,74.21698927431170
4.517867050135991,NaN,152.1211684405695
4.517887075694364,NaN,14.72515045572713
4.517906624453727,NaN,655.1513512841817
4.517926650012098,NaN,4281.118518362990
4.517946675570471,NaN,7.962698891865985
4.517966701128843,NaN,10.96125357419390
4.517986726687215,NaN,184.5137696824372
4.518006275446578,NaN,7.003007272008957
4.518026301004951,NaN,4.845750024745655
4.518046326563323,NaN,10.52079787705844
4.518066352121695,NaN,33.12983134818187
4.518086377680067,NaN,2.600110637718035
4.518106403238439,NaN,1.560109403648988
4.518125951997802,NaN,1.237530096501628
4.518145977556174,NaN,1.103930809862097
4.518166003114547,NaN,0.7711755750311838
4.518186028672918,NaN,0.5522626098932059
4.518205577432282,NaN,0.3937928040919673
4.518225602990654,NaN,0.3167825891711298
4.518245628549026,NaN,0.2634522738793432
4.518265654107398,NaN,0.2342232842262409
4.518285679665770,NaN,0.2033193672139563
4.518305228425134,NaN,0.1842249339365988
4.518325253983505,NaN,0.1678700589567917
4.518345279541878,NaN,0.1559043776456962
4.518365305100249,NaN,0.1608902951181857
4.518384853859613,NaN,0.1474929437388778
4.518404879417985,NaN,0.1250849815082466
4.518424904976357,NaN,0.1254081961895547
4.518444930534729,NaN,0.1272679982328817
4.518464479294092,NaN,0.1246511183964987
4.518484504852465,NaN,0.1228281348888888
4.518504530410837,NaN,0.1208556704829966
4.518524079170199,NaN,0.1185776990011325
4.518544104728572,NaN,0.1158137592699796
4.518564130286944,NaN,0.1091387633514059
4.518584155845316,NaN,0.1096667992148236
4.518603704604679,NaN,0.1107563150698256
4.518623730163052,NaN,0.1095654705766659
4.518643755721424,NaN,0.1144285810391290
4.518663304480786,NaN,0.1236926688157179
4.518683330039159,NaN,0.1378305794596920
4.518703355597531,NaN,0.1575595941798218
4.518723381155903,NaN,0.1819011776360979
4.518742929915266,NaN,0.2078283684193161
4.518762955473639,NaN,0.2322231282536252
4.518782981032011,NaN,0.2362028295317865
4.518802529791374,NaN,0.2152250054954637
4.518822555349746,NaN,0.1773136437902545
4.518842580908118,NaN,0.1452686949676978
4.518862129667482,NaN,0.1271039056142857
4.518882155225853,NaN,0.1161788701669378
4.518902180784226,NaN,0.1068957571592073
4.518921729543589,NaN,0.1009723649947745
4.518941755101961,NaN,0.09791476610749342
4.518961780660333,NaN,0.09552467859571512
4.518981329419696,NaN,0.09610894387256866
4.519001354978069,NaN,0.09893570114618448
4.519020903737432,NaN,0.1001720305106432
4.519040929295803,NaN,0.1023619888736678
4.519060954854176,NaN,0.1050693671068322
4.519080503613539,NaN,0.1136475074590475
4.519100529171912,NaN,0.1272088121956874
4.519120554730283,NaN,0.1434089143491807
4.519140103489646,NaN,0.1606266414082442
4.519160129048019,NaN,0.1696149811697346
4.519179677807382,NaN,0.1667267882538908
4.519199703365754,NaN,0.1621005183518494
4.519219728924126,NaN,0.1566964421532277
4.519239277683489,NaN,0.1511756221657655
4.519259303241862,NaN,0.1515005615442660
4.519279328800233,NaN,0.1556026413362568
4.519298877559597,NaN,0.1688191994576952
4.519318903117969,NaN,0.1799583544546250
4.519338451877332,NaN,0.1953428890841879
4.519358477435704,NaN,0.2131775649675221
4.519378026195067,NaN,0.2359175796135221
4.519398051753440,NaN,0.2616403134363981
4.519418077311812,NaN,0.2993361094173609
4.519437626071174,NaN,0.3501100806729790
4.519457651629547,NaN,0.4581474052627046
4.519477200388910,NaN,0.5852344067020233
4.519497225947283,NaN,0.8069561215609431
4.519516774706646,NaN,1.314674666404998
4.519536800265017,NaN,2.720215207929922
4.519556349024381,NaN,5.021198649551386
4.519576374582753,NaN,5.638888258047266
4.519596400141125,NaN,14.83917706448396
4.519615948900488,NaN,16.33401038589082
4.519635974458860,NaN,9.348997897369163
4.519655523218224,NaN,36.97494094251167
4.519675548776596,NaN,26.99308021491655
4.519695097535959,NaN,35.45231364379026
4.519715123094331,NaN,10.12648470718498
4.519734671853694,NaN,4.197739339764490
4.519754697412067,NaN,56.11042107035779
4.519774246171430,NaN,5.028384702171576
4.519794271729801,NaN,6.883177110761554
4.519813820489165,NaN,22.80732368559863
4.519833846047537,NaN,137.3930863852618
4.519853394806900,NaN,211.2554645477244
4.519873420365273,NaN,23.76802998444987
4.519892969124636,NaN,25.39079513039782
4.519912994683008,NaN,9.151036767973165
4.519932543442371,NaN,42.96778317064047
4.519952569000743,NaN,319.5048860135842
4.519972117760107,NaN,10.09583043205700
4.519992143318478,NaN,3.933760658307277
4.520011692077841,NaN,1.704154570576109
4.520031717636214,NaN,0.9127904829280687
4.520051266395577,NaN,0.6757742390657412
4.520071291953949,NaN,0.5227531052048148
4.520090840713312,NaN,0.4188307367177962
4.520110389472675,NaN,0.3437511328368205
4.520130415031048,NaN,0.2837993300890458
4.520149963790411,0.4057728667316050,0.2442443533842415
