wave,flux,err,cont
4.899972391358549,0.019256005666633436,0.000643796358152211,0.4752242865223317
4.90077398547205,0.006777158282976536,0.000643796358152211,0.4752864955522707
4.901575572358284,0.0033483038654971145,0.0006539703299886671,0.4753480408590184
4.902377152030892,0.0026333765661167843,0.000851617980242011,0.47540892244257477
4.903178724503518,0.0057242215650237785,0.0009237056374334135,0.4754691403029399
4.903980289789802,0.016874513563674864,0.0016252292075710042,0.4755286944401137
4.904781847903385,0.03143517133311424,0.0017809008810389675,0.47558758485409613
4.9055833988579085,0.03216070433675894,0.0017984764341183862,0.47564581154488733
4.906384942667014,0.0243912757213961,0.0017984764341183862,0.47570337451248723
4.907186479344343,0.02955461150233807,0.0018453482147476302,0.4757602737568958
4.907988008903537,0.06808205966549014,0.001984575791983424,0.4758165092781131
4.908789531358237,0.10399852812606963,0.0020403446827256476,0.47587208107613904
4.909591046722085,0.08540656755202519,0.0026985080187002654,0.4759269891509737
4.910392555008721,0.031480967366554646,0.0027609753601925075,0.47598123350261706
4.911194056231787,0.008492723343286934,0.0027609753601925075,0.47603481413106913
4.911995550404926,-0.0023090393031127707,0.0027609753601925075,0.4760877310363299
4.912797037541777,-0.0011334418551605116,0.0026985080187002654,0.47613998421839937
4.913598517655983,0.002252814577206496,0.0020403446827256476,0.4761915736772775
4.914399990761185,0.014124693033848168,0.0020403446827256476,0.4762424994129643
4.915201456871023,0.03220119851187536,0.0020403446827256476,0.4762927614254599
4.91600291599914,0.03382382849668797,0.0020403446827256476,0.47634235971476413
4.916804368159177,0.027120759263737637,0.0020403446827256476,0.47639129428087706
4.9176058133647755,0.016714681113254193,0.0020403446827256476,0.47643956512379865
4.918407251629576,0.016053470200197095,0.0020933768095998074,0.476487172243529
4.919208682967222,0.052720424911872954,0.0020933768095998074,0.47653411564006803
4.920010107391352,0.08814438038442735,0.002150046736219722,0.47658039531341573
4.920811524915609,0.07797545229308989,0.002150046736219722,0.4766260112635722
4.921612935553634,0.038525222056900454,0.002150046736219722,0.4766709634905373
4.922414339319069,0.011757194144049576,0.002150046736219722,0.4767152519943111
4.923215736225555,0.004288011121039824,0.0020933768095998074,0.4767588767748936
4.924017126286733,0.01042942976538258,0.0020933768095998074,0.4768018378322848
4.9248185095162444,0.01564490867946161,0.0020403446827256476,0.47684413516648466
4.9256198859277305,0.028482654443471367,0.0020403446827256476,0.4768857687774933
4.926421255534834,0.037318126728233425,0.0020403446827256476,0.47692673866531055
4.927222618351195,0.034014035359785366,0.0020403446827256476,0.4769670448299365
4.928023974390455,0.019479634792517297,0.0020403446827256476,0.47700668727137124
4.928825323666255,0.009647682056924012,0.002040068104089338,0.4770456659896146
4.929626666192237,0.01791506171252244,0.002040068104089338,0.47708398098466664
4.930428001982043,0.045558185261304784,0.002040068104089338,0.47712163225652743
4.9312293310493125,0.08572814897913605,0.0020403446827256476,0.4771586198051969
4.932030653407689,0.0947297482612236,0.0020403446827256476,0.47719494363067505
4.932831969070812,0.04668481709433264,0.002040068104089338,0.47723060373296194
4.933633278052325,0.016112780202713173,0.002021201697761343,0.4772656001120575
4.934434580365868,0.008824574810475883,0.002001193255963374,0.47729993276796173
4.935235876025081,0.010527675759899824,0.001988040831127074,0.4773336017006747
4.936037165043608,0.019804498031240236,0.001988040831127074,0.47736660691019633
4.936838447435089,0.025797727434047457,0.0019146357884810786,0.4773989483965267
4.937639723213166,0.035914391283820124,0.0019146357884810786,0.4774306261596657
4.938440992391479,0.024773267190146275,0.0018012157912877386,0.47746164019961346
4.939242254983672,0.01086072272528138,0.0017042248055731402,0.47749199051636987
4.940043511003383,0.001340056547724621,0.0017042248055731402,0.477521677109935
4.940844760464256,0.003328909882161334,0.0017042248055731402,0.4775506999803088
4.941646003379931,0.027090743966189712,0.0017042248055731402,0.4775790591274913
4.942447239764051,0.07340240066015752,0.0017042248055731402,0.47760675455148255
4.943248469630255,0.09488202387033029,0.0017042248055731402,0.4776337862522825
4.944049692992186,0.05515313135351707,0.0018012157912877386,0.47766015422989105
4.944850909863486,0.02368545872337119,0.0018012157912877386,0.4776858584843084
4.945652120257794,0.009632327061603496,0.0018012157912877386,0.4777108990155344
4.946453324188753,0.009545765048853239,0.001988040831127074,0.47773527582356906
4.947254521670005,0.012536883316006164,0.002040068104089338,0.47775898890841245
4.948055712715189,0.024412546474204044,0.0021329858868062413,0.47778203827006455
4.948856897337949,0.03150800911370827,0.002040068104089338,0.47780442390852534
4.949658075551925,0.021695371049955392,0.002040068104089338,0.4778261458237948
4.950459247370759,0.008455090710807078,0.0021329858868062413,0.477847204015873
4.951260412808091,0.0032073294669106014,0.0023186434737990954,0.47786759848475985
4.9520615718775645,0.003402458042479405,0.0023186434737990954,0.4778873292304554
4.952862724592819,0.014980416746897096,0.0023186434737990954,0.47790639625295966
4.953663870967497,0.05558850678604632,0.0024496187713914405,0.47792479955227263
4.954465011015239,0.1008802088144029,0.0024496187713914405,0.4779425391283943
4.955266144749687,0.0870949132733907,0.0024496187713914405,0.47795961498132467
4.956067272184482,0.043960656776784346,0.0024696397006303984,0.47797602711106374
4.9568683933332665,0.03267583070210062,0.0024496187713914405,0.47799177551761146
4.95766950820968,0.03497844281854573,0.0024496187713914405,0.4780068602009679
4.958470616827365,0.029469209004392538,0.0024496187713914405,0.47802128116113307
4.959271719199964,0.0370361717753831,0.0024496187713914405,0.4780350383981069
4.960072815341116,0.03430822288364482,0.0024496187713914405,0.47804813191210166
4.960873905264463,0.022723677728498093,0.0024496187713914405,0.47805679967479014
4.961674988983647,0.0013613765098400834,0.0024496187713914405,0.47806590240673
4.96247606651231,-0.003078538389749753,0.0024496187713914405,0.4780750948821095
4.963277137864092,0.002034707009564373,0.0024696397006303984,0.47808431026256865
4.964078203052636,0.004367577636980035,0.0028309278907679525,0.4780934823483299
4.964879262091582,0.018893176465877737,0.0028309278907679525,0.47810254557819204
4.965680314994571,0.04546007469399477,0.0029518832408423922,0.47811143502952586
4.966481361775245,0.09540668737647734,0.0028309278907679525,0.4781200864182695
4.967282402447246,0.07896294586772368,0.0028309278907679525,0.47812843609892275
4.968083437024215,0.053477606202064265,0.0024496187713914405,0.47813402346762696
4.968884465519793,0.02581205444101292,0.002016910597972874,0.47813663048917215
4.969685487947621,0.02273427272980877,0.001885422654099449,0.47813603773309965
4.970486504321342,0.02732107278880186,0.0018547250838746687,0.4781320243737119
4.971287514654596,0.0311503616497652,0.0017192122835879397,0.4781243681900826
4.972088518961025,0.020333526424350545,0.0015768436159000762,0.4781128455660683
4.972889517254269,0.007090301448724911,0.0015742676497721062,0.4781331776121802
4.973690509547971,0.00044315716262066564,0.0015588419112404156,0.47812043170651863
4.974491495855772,-0.0011975057732104286,0.00153220813019681,0.47810314896691214
