4.900400095	5.673334489
4.901200095	4.969410901
4.902000095	5.240571807
4.902800095	7.821789384
4.903600095	7.862073193
4.904400095	6.722988715
4.905200095	8.017033696
4.906000095	8.112006168
4.906800095	6.352581759
4.907600095	4.074108531
4.908400095	3.568024768
4.909200095	3.86583783
4.910000095	5.047131022
4.910800095	4.380368367
4.911600095	3.742599116
4.912400095	6.650657306
4.913200095	6.08252425
4.914000095	4.639463777
4.914800095	3.881251663
4.915600095	3.342637489
4.916400095	4.826797585
4.917200095	5.872585962
4.918000095	5.817104419
4.918800095	5.809833616
4.919600095	4.647480085
4.920400095	5.251168395
4.921200095	5.569080432
4.922000095	5.856218229
4.922800095	5.921918184
4.923600095	6.378217181
4.924400095	6.166345288
4.925200095	6.508578748
4.926000095	7.659753412
4.926800095	8.376947631
4.927600095	7.827026665
4.928400095	6.690154374
4.929200095	4.97947901
4.930000095	5.648862426
4.930800095	6.150092751
4.931600095	6.752913982
4.932400095	6.461154213
4.933200095	7.705556383
4.934000095	7.653959095
4.934800094	5.868121212
4.935600094	5.308331341
4.936400094	4.035316616
4.937200094	3.82751328
4.938000094	5.566876342
4.938800094	4.774154395
4.939600094	4.864784693
4.940400094	5.87636436
4.941200094	5.349340613
4.942000094	5.256052072
4.942800094	6.831143275
4.943600094	5.444469775
4.944400094	4.469685733
4.945200094	3.963929114
4.946000094	5.115817577
4.946800094	5.514261295
4.947600094	4.262075303
4.948400094	5.637619595
4.949200094	5.00014473
4.950000094	5.078786348
4.950800094	6.580578923
4.951600094	5.452144186
4.952400094	7.459553599
4.953200094	6.599152982
4.954000094	6.484634548
4.954800094	6.660003831
4.955600094	4.105334436
4.956400094	4.546476548
4.957200094	4.379344766
4.958000094	5.488148108
4.958800094	3.910677719
4.959600094	5.672270685
4.960400094	5.933589955
4.961200094	3.631991853
4.962000094	6.661400517
4.962800094	5.389953539
4.963600094	3.787737958
4.964400094	4.493929664
4.965200094	5.708005314
4.966000094	6.278413524
4.966800094	5.051147575
4.967600094	5.773729453
4.968400094	5.467505207
4.969200094	5.061083113
4.970000094	4.266513775
4.970800094	5.521925067
4.971600094	3.823732398
4.972400094	3.824384029
4.973200094	4.391271551
4.974000093	3.695957847
4.974800093	5.599731723
4.975600093	4.436858599
4.976400093	5.203729386
4.977200093	4.967336268
4.978000093	4.61102624
4.978800093	5.961682508
4.979600093	5.010075202
4.980400093	5.773706431
4.981200093	5.611892015
4.982000093	5.247958993
4.982800093	6.648367067
4.983600093	6.24988992
4.984400093	6.420981606
4.985200093	4.487976402
4.986000093	5.710250422
4.986800093	5.82160296
4.987600093	6.27316985
4.988400093	6.084414581
4.989200093	7.550564915
4.990000093	8.804963181
4.990800093	8.75605305
4.991600093	7.223491649
4.992400093	7.88253814
4.993200093	7.241976748
4.994000093	8.036834468
4.994800093	7.693498453
