lev_up,lev_low,lam,tau,intens,a_stein,e_up,g_up
0_1_0|15_5_10,0_1_0|14_4_11,16.13807,0.687689863,1.806860365,12.0,7216.479,93
0_1_0|11_3_9,0_1_0|10_0_10,16.1767,0.325504286,0.955231989,1.261,4781.44385,23
0_1_0|14_11_3,0_1_0|13_10_4,16.25652,0.307314625,0.896748892,91.37,8627.89746,29
0_1_0|14_11_4,0_1_0|13_10_3,16.25653,0.921945644,2.217029026,91.37,8627.89648,87
0_1_0|16_8_8,0_1_0|15_7_9,16.38321,0.210173494,0.621990686,50.14,8560.5332,33
0_1_0|11_2_9,0_1_0|10_1_10,16.40108,0.988932725,2.28281105,1.235,4769.3374,69
0_1_0|16_6_10,0_1_0|15_5_11,16.43426,0.1840724,0.545523593,21.92,7980.51953,33
0_1_0|15_9_6,0_1_0|14_8_7,16.44191,0.938469613,2.185775066,62.97,8369.50488,93
0_1_0|13_13_0,0_1_0|12_12_1,16.44382,0.796749597,1.935826578,122.5,8950.08789,81
0_1_0|13_13_1,0_1_0|12_12_0,16.44382,0.265583199,0.764659899,122.5,8950.08789,27
0_1_0|15_9_7,0_1_0|14_8_6,16.44503,0.312617576,0.885902375,62.91,8369.47754,31
0_1_0|16_8_9,0_1_0|15_7_8,16.478,0.628312737,1.600188688,49.51,8559.59473,99
0_1_0|12_3_9,0_1_0|11_2_10,16.60769,0.462098038,1.217818942,3.234,5378.92969,25
0_1_0|14_10_4,0_1_0|13_9_5,16.61893,0.419244172,1.118552005,75.4,8231.38281,29
0_1_0|14_10_5,0_1_0|13_9_4,16.619,1.258076556,2.605218039,75.42,8231.38086,87
0_1_0|13_12_1,0_1_0|12_11_2,16.64626,1.129750414,2.41628222,104.8,8539.99805,81
0_1_0|13_12_2,0_1_0|12_11_1,16.64626,0.376583471,1.014855861,104.8,8539.99805,27
0_1_0|16_7_9,0_1_0|15_6_10,16.82974,0.228538668,0.630195703,35.83,8239.45508,33
0_1_0|11_5_7,0_1_0|10_2_8,16.88874,0.455235812,1.154881534,2.909,5252.26758,23
0_1_0|13_11_3,0_1_0|12_10_2,16.93089,0.524397575,1.293252788,88.09,8135.96387,27
0_1_0|15_8_7,0_1_0|14_7_8,17.00302,1.160563912,2.338099331,48.52,8011.61865,93
0_1_0|15_8_8,0_1_0|14_7_7,17.04681,0.386118521,0.979601875,48.23,8011.23779,31
0_1_0|14_9_5,0_1_0|13_8_6,17.0854,0.549866067,1.31591399,60.53,7851.75488,29
0_1_0|14_9_6,0_1_0|13_8_5,17.08647,1.64921265,2.875833193,60.51,7851.74609,87
0_1_0|11_4_8,0_1_0|10_1_9,17.11587,0.593612276,1.395012666,2.815,5017.58936,23
0_1_0|13_4_9,0_1_0|12_3_10,17.19352,1.444739169,2.619115512,6.266,6005.50977,81
0_1_0|18_7_12,0_1_0|17_6_11,17.2115,0.168037921,0.448047582,30.91,9419.27051,111
0_1_0|13_10_3,0_1_0|12_9_4,17.30906,2.132651373,3.1982565,72.48,7742.85205,81
0_1_0|13_10_4,0_1_0|12_9_3,17.30907,0.710884098,1.567311526,72.48,7742.85254,27
0_1_0|12_12_1,0_1_0|11_11_0,17.38668,1.87380754,2.959264548,101.5,8075.12598,75
0_1_0|12_12_0,0_1_0|11_11_1,17.38668,0.624602513,1.399335307,101.5,8075.12598,25
0_1_0|15_7_8,0_1_0|14_6_9,17.59626,1.29909027,2.316609312,35.12,7686.44434,93
0_1_0|16_7_10,0_1_0|15_6_9,17.61323,0.679773929,1.450513495,32.96,8230.83789,99
0_1_0|15_6_9,0_1_0|14_5_10,17.61756,1.148057736,2.129670487,22.4,7413.96631,93
0_1_0|12_11_1,0_1_0|11_10_2,17.67948,0.862035555,1.723889678,85.01,7675.67285,25
0_1_0|12_11_2,0_1_0|11_10_1,17.67948,2.585498241,3.324681479,84.99,7675.67285,75
0_1_0|14_8_6,0_1_0|13_7_7,17.67997,0.68195622,1.44084027,46.73,7494.57666,29
0_1_0|14_8_7,0_1_0|13_7_6,17.69835,2.044882722,2.966435412,46.63,7494.43701,87
0_1_0|10_5_6,0_1_0|9_2_7,17.70327,1.301190763,2.284984903,1.796,4867.76416,63
0_1_0|14_5_9,0_1_0|13_4_10,17.7207,0.47278141,1.061364079,12.15,6673.55078,29
0_1_0|7_5_2,0_1_0|6_2_5,17.76574,0.193812616,0.474264752,0.1205,3919.46875,45
0_1_0|13_9_4,0_1_0|12_8_5,17.799,2.786512868,3.377532415,58.07,7365.63916,81
0_1_0|13_9_5,0_1_0|12_8_4,17.79931,0.928704571,1.790823643,58.06,7365.63721,27
0_1_0|10_3_8,0_1_0|9_0_9,17.84301,1.359520512,2.30473648,1.09,4420.96729,63
0_1_0|15_7_9,0_1_0|14_6_8,18.03464,0.474383662,1.019665133,36.95,7682.33105,31
0_1_0|12_10_3,0_1_0|11_9_2,18.07534,3.480896863,3.54774663,69.7,7286.1709,75
0_1_0|12_10_2,0_1_0|11_9_3,18.07534,1.160631895,2.014917109,69.72,7286.1709,25
0_1_0|10_2_8,0_1_0|9_1_9,18.31426,0.466866875,0.968648481,1.055,4400.35303,21
0_1_0|14_7_7,0_1_0|13_6_8,18.38,0.777599647,1.450407836,34.11,7167.22266,29
0_1_0|9_5_5,0_1_0|8_2_6,18.39375,0.336759595,0.721350141,0.9603,4517.00488,19
0_1_0|13_8_5,0_1_0|12_7_6,18.42793,3.458009045,3.375087315,44.85,7009.68945,81
0_1_0|13_8_6,0_1_0|12_7_5,18.4348,1.152330017,1.910467715,44.81,7009.64551,27
0_1_0|11_11_1,0_1_0|10_10_0,18.51347,1.364790207,2.110251358,82.19,7247.60791,23
0_1_0|11_11_0,0_1_0|10_10_1,18.51347,4.095366939,3.537323511,82.21,7247.60791,69
0_1_0|12_9_3,0_1_0|11_8_4,18.59269,1.507842388,2.219721854,55.65,6911.62451,25
0_1_0|12_9_4,0_1_0|11_8_3,18.59276,4.5243635,3.61267499,55.66,6911.625,75
0_1_0|14_7_8,0_1_0|13_6_7,18.6043,2.316947764,2.790300634,33.21,7165.42969,87
0_1_0|11_3_8,0_1_0|10_2_9,18.63547,2.204128487,2.713003153,2.846,4950.8877,69
0_1_0|10_4_7,0_1_0|9_1_8,18.64049,2.334868298,2.787041972,2.278,4639.40283,63
0_1_0|14_6_8,0_1_0|13_5_9,18.77752,0.741067366,1.325889041,22.5,6884.54688,29
0_1_0|7_4_3,0_1_0|6_1_6,18.88982,0.202224687,0.424299999,0.0886,3700.73389,45
0_1_0|11_10_2,0_1_0|10_9_1,18.92897,1.822808192,2.366577813,67.12,6861.86133,23
0_1_0|11_10_1,0_1_0|10_9_2,18.92897,5.467609852,3.65303885,67.11,6861.86133,69
0_1_0|8_5_4,0_1_0|7_2_5,18.97388,0.645002542,1.158652039,0.4492,4200.69971,51
0_1_0|13_7_6,0_1_0|12_6_7,19.20914,3.9850768,3.199386243,32.89,6681.49365,81
0_1_0|12_4_8,0_1_0|11_3_9,19.22557,0.893023277,1.439088288,6.054,5529.80957,25
0_1_0|12_8_4,0_1_0|11_7_5,19.26027,1.868161428,2.296983326,42.92,6557.3042,25
0_1_0|12_8_5,0_1_0|11_7_4,19.26252,5.604242989,3.521843632,42.91,6557.29199,75
0_1_0|13_7_7,0_1_0|12_6_6,19.31317,1.323510459,1.863696033,32.48,6680.7876,27
0_1_0|13_5_8,0_1_0|12_4_9,19.4262,2.833314255,2.740303056,12.45,6166.08984,81
0_1_0|11_9_2,0_1_0|10_8_3,19.47822,7.059931486,3.638311809,53.35,6490.18164,69
0_1_0|11_9_3,0_1_0|10_8_2,19.47824,2.353315871,2.507959926,53.35,6490.18164,23
0_1_0|9_3_7,0_1_0|8_0_8,19.84255,0.604624737,0.983760883,0.9246,4088.18481,19
0_1_0|10_10_0,0_1_0|9_9_1,19.88336,2.756613629,2.555830231,64.82,6470.45703,21
0_1_0|10_10_1,0_1_0|9_9_0,19.88336,8.267289256,3.588661989,64.8,6470.45703,63
0_1_0|13_6_7,0_1_0|12_5_8,19.91265,4.002989894,2.928716445,22.18,6392.07178,81
0_1_0|12_7_5,0_1_0|11_6_6,20.11087,2.163651255,2.223358202,31.52,6229.17773,25
0_1_0|16_6_11,0_1_0|15_5_10,20.14868,0.68442749,1.045170917,19.03,7930.55908,99
0_1_0|12_7_6,0_1_0|11_6_5,20.15397,6.482949736,3.269089623,31.37,6228.93115,75
0_1_0|11_8_3,0_1_0|10_7_4,20.19121,8.713011745,3.494340082,41.0,6137.78711,69
0_1_0|11_8_4,0_1_0|10_7_3,20.19184,2.905192783,2.513097166,41.01,6137.78418,23
0_1_0|15_6_10,0_1_0|14_5_9,20.23588,0.418659215,0.688247808,19.28,7384.5542,31
0_1_0|9_4_6,0_1_0|8_1_7,20.28525,0.905140827,1.270621322,1.707,4292.33594,19
0_1_0|10_9_2,0_1_0|9_8_1,20.46975,10.59213823,3.519647335,51.22,6101.76904,63
0_1_0|10_9_1,0_1_0|9_8_2,20.46976,3.531404244,2.61657594,51.23,6101.76953,21
0_1_0|14_6_9,0_1_0|13_5_8,20.47517,2.27217647,2.176143505,19.82,6868.78369,87
0_1_0|9_2_7,0_1_0|8_1_8,20.80164,1.953975461,1.93870827,0.8912,4055.04517,57
1_0_0|11_9_2,1_0_0|10_8_3,20.81143,0.268954164,0.432809472,42.62,9130.63379,69
0_1_0|13_6_8,0_1_0|12_5_7,20.9141,1.329283289,1.529785706,20.32,6384.42773,27
0_1_0|12_6_6,0_1_0|11_5_7,21.04865,2.24664597,2.01819997,21.53,5935.81641,25
0_1_0|11_7_4,0_1_0|10_6_5,21.11048,10.11423245,3.224754906,30.11,5810.36133,69
0_1_0|11_7_5,0_1_0|10_6_4,21.1261,3.368833138,2.374428142,30.05,5810.28613,23
0_1_0|12_5_7,0_1_0|11_4_8,21.19299,1.775150159,1.756202828,12.66,5696.48193,25
0_1_0|10_3_7,0_1_0|9_2_8,21.20148,1.188932941,1.374423822,2.576,4549.78418,21
0_1_0|10_8_2,0_1_0|9_7_3,21.23667,4.333571671,2.553917107,39.16,5751.52246,21
0_1_0|10_8_3,0_1_0|9_7_2,21.2368,13.00085342,3.33302505,39.16,5751.52197,63
0_1_0|12_6_7,0_1_0|11_5_6,21.5805,6.686413369,2.770808251,20.47,5932.48682,75
0_1_0|9_9_0,0_1_0|8_8_1,21.58416,15.28511051,3.284367456,49.35,5746.84912,57
0_1_0|9_9_1,0_1_0|8_8_0,21.58416,5.095036836,2.573268735,49.35,5746.84912,19
0_1_0|11_4_7,0_1_0|10_3_8,21.59155,4.96581974,2.551883646,6.037,5087.32812,69
0_0_1|10_10_0,0_0_1|9_9_1,21.7645,0.309919273,0.438988416,51.03,9144.48535,63
1_0_0|11_8_3,1_0_0|10_7_4,21.76902,0.318728661,0.449907942,32.54,8819.67871,69
1_0_0|10_9_2,1_0_0|9_8_1,21.94953,0.404140918,0.54305049,40.95,8747.73047,63
0_1_0|8_4_5,0_1_0|7_1_6,21.9796,2.639403511,1.945814025,1.127,3977.78296,51
0_1_0|11_6_5,0_1_0|10_5_6,22.2282,10.69170442,2.859049101,20.67,5515.03906,69
0_1_0|10_7_3,0_1_0|9_6_4,22.23235,5.020654357,2.375496838,28.65,5425.23096,21
0_1_0|10_7_4,0_1_0|9_6_3,22.23714,15.05687721,3.036153513,28.63,5425.21143,63
0_1_0|8_3_6,0_1_0|7_0_7,22.24448,2.285200076,1.76705695,0.7606,3784.25952,51
0_1_0|9_8_1,0_1_0|8_7_2,22.41544,18.6235662,3.065382319,37.46,5398.88916,57
0_1_0|9_8_2,0_1_0|8_7_1,22.41545,6.207854499,2.466427281,37.46,5398.88965,19
0_0_1|10_9_1,0_0_1|9_8_2,22.458,0.369808666,0.473873333,40.02,8833.11621,63
0_1_0|11_6_6,0_1_0|10_5_5,22.47941,3.544946915,2.063943752,20.17,5513.75488,23
1_0_0|11_7_4,1_0_0|10_6_5,22.85729,0.343904038,0.424742565,23.27,8538.38867,69
1_0_0|10_8_3,1_0_0|9_7_2,22.96633,0.474692643,0.554898097,31.03,8439.29395,63
0_1_0|11_5_6,0_1_0|10_4_7,22.96964,9.240867357,2.548372907,12.61,5265.78467,69
1_0_0|9_9_0,1_0_0|8_8_1,23.23224,0.582675838,0.638732267,39.36,8398.11914,57
0_0_1|10_8_2,0_0_1|9_7_3,23.345,0.41997423,0.479042354,30.17,8540.33691,63
0_1_0|10_6_4,0_1_0|9_5_5,23.50023,5.3545356,2.097215534,19.68,5129.24414,21
0_1_0|9_7_2,0_1_0|8_6_3,23.50156,21.46183996,2.759657473,27.21,5074.02979,57
0_1_0|9_7_3,0_1_0|8_6_2,23.50272,7.157168453,2.263046217,27.22,5074.02637,19
0_1_0|10_6_5,0_1_0|9_5_4,23.60389,16.02038362,2.627650421,19.48,5128.81543,63
0_1_0|7_4_4,0_1_0|6_1_5,23.62702,0.665206884,0.680195618,0.6168,3696.94897,15
0_1_0|8_8_0,0_1_0|7_7_1,23.75038,8.543645665,2.296634498,35.98,5080.25977,17
0_1_0|8_8_1,0_1_0|7_7_0,23.75038,25.630937,2.735923142,35.98,5080.25977,51
0_0_1|9_9_1,0_0_1|8_8_0,23.78026,0.530213521,0.5563472,38.2,8483.41992,57
0_1_0|16_5_12,0_1_0|15_4_11,24.05845,0.922102727,0.831903622,13.76,7640.25049,99
0_1_0|8_2_6,0_1_0|7_1_7,24.11248,0.911559724,0.820173052,0.7552,3734.79541,17
1_0_0|10_7_4,1_0_0|9_6_3,24.14487,0.514545221,0.521569777,22.24,8158.74951,63
0_1_0|15_5_11,0_1_0|14_4_10,24.2122,0.495910815,0.502043021,12.37,7105.04492,31
0_1_0|10_4_6,0_1_0|9_3_7,24.25377,2.97984649,1.587333419,6.11,4681.40332,21
0_1_0|14_5_10,0_1_0|13_4_9,24.31253,2.37976235,1.431099455,11.48,6597.29395,87
1_0_0|9_8_1,1_0_0|8_7_2,24.32391,0.678204096,0.640396792,29.58,8092.2373,57
0_1_0|9_3_6,0_1_0|8_2_7,24.41975,5.89391598,1.948800686,2.422,4179.17285,57
0_0_1|10_7_3,0_0_1|9_6_4,24.44647,0.453004614,0.453475025,21.94,8271.09375,63
0_1_0|13_5_9,0_1_0|12_4_8,24.44762,1.26739056,0.992884615,11.04,6118.32373,27
0_1_0|21_1_20,0_1_0|20_2_19,24.50988,0.397942709,0.402832044,30.15,9252.47754,129
0_1_0|12_5_8,0_1_0|11_4_7,24.71277,6.073369204,1.904225459,10.97,5669.52832,75
0_0_1|9_8_2,0_0_1|8_7_1,24.74701,0.600673263,0.555548695,28.71,8192.46387,57
0_1_0|10_5_5,0_1_0|9_4_6,24.74773,4.912609164,1.788117461,12.26,4873.71289,21
0_1_0|22_1_22,0_1_0|21_0_21,24.75307,0.482143592,0.462806327,32.71,9211.27051,135
0_1_0|9_6_3,0_1_0|8_5_4,24.91403,22.9618571,2.388106173,18.64,4778.19727,57
0_1_0|8_7_1,0_1_0|7_6_2,24.94607,9.778790246,2.081380247,25.9,4757.021,17
0_1_0|8_7_2,0_1_0|7_6_1,24.94627,29.33677936,2.438212173,25.9,4757.02051,51
0_1_0|9_6_4,0_1_0|8_5_3,24.95025,7.644232676,1.967977967,18.57,4778.07666,19
0_1_0|7_3_5,0_1_0|6_0_6,25.11465,0.878994437,0.718023659,0.5918,3510.55005,15
0_1_0|6_4_3,0_1_0|5_1_4,25.15606,1.103911286,0.840533799,0.2655,3450.7356,39
0_1_0|11_5_7,0_1_0|10_4_6,25.20345,3.199989168,1.476424404,11.11,5252.26758,23
0_1_0|18_4_15,0_1_0|17_3_14,25.32696,0.590865705,0.515902136,18.6,8433.01367,111
0_1_0|19_2_17,0_1_0|18_3_16,25.54683,0.629804507,0.531008683,22.38,8590.83301,117
0_1_0|20_2_19,0_1_0|19_1_18,25.59156,0.700117707,0.574844353,25.79,8665.45898,123
1_0_0|9_7_2,1_0_0|8_6_3,25.60451,0.734132903,0.595682939,21.13,7812.82227,57
1_0_0|10_6_5,1_0_0|9_5_4,25.69034,0.503118507,0.435148511,14.61,7908.92773,63
0_1_0|21_0_21,0_1_0|20_1_20,25.85086,0.863439411,0.656832156,28.6,8630.01758,129
1_0_0|8_8_1,1_0_0|7_7_0,25.87169,0.930409268,0.692294566,28.26,7778.81738,51
0_0_1|9_7_3,0_0_1|8_6_2,25.96849,0.646247561,0.519221081,20.75,7924.02637,57
0_1_0|10_5_6,0_1_0|9_4_5,26.00787,14.76436732,2.013831908,11.25,4867.76367,63
0_0_1|8_8_0,0_0_1|7_7_1,26.34976,0.824424492,0.603390371,27.36,7878.39014,51
0_1_0|8_6_2,0_1_0|7_5_3,26.51811,10.43216039,1.79631797,17.6,4461.85156,17
0_1_0|8_6_3,0_1_0|7_5_2,26.52825,31.2815368,2.08637267,17.58,4461.82471,51
0_1_0|9_5_4,0_1_0|8_4_5,26.57111,21.76923946,2.004320564,11.69,4519.26465,57
0_1_0|7_7_0,0_1_0|6_6_1,26.59936,38.49342211,2.111032924,24.78,4474.46875,45
0_1_0|7_7_1,0_1_0|6_6_0,26.59938,12.83115162,1.853634586,24.78,4474.46875,15
0_1_0|18_3_16,0_1_0|17_2_15,26.68502,1.074636361,0.706428151,19.17,8027.6416,111
0_1_0|19_1_18,0_1_0|18_2_17,26.78011,1.208602289,0.75755148,22.25,8103.25098,117
0_1_0|17_3_14,0_1_0|16_4_13,26.85875,0.959534483,0.641213864,14.75,7864.93311,105
0_1_0|20_1_20,0_1_0|19_0_19,27.0572,1.469587597,0.83436101,24.42,8073.44824,123
0_1_0|9_4_5,0_1_0|8_3_6,27.13161,15.06778748,1.80655502,6.127,4314.55566,57
0_1_0|9_5_5,0_1_0|8_4_4,27.18974,7.214555726,1.547234995,11.16,4517.00488,19
1_0_0|9_6_3,1_0_0|8_5_4,27.24858,0.706766069,0.490689524,13.64,7562.85645,57
1_0_0|8_7_2,1_0_0|7_6_1,27.28562,1.002648893,0.634507645,20.04,7500.73096,51
0_1_0|16_4_13,0_1_0|15_3_12,27.33261,1.580410751,0.848216607,13.23,7329.25049,99
0_0_1|9_6_4,0_0_1|8_5_3,27.57881,0.643121752,0.44109736,14.03,7682.55176,57
0_0_1|8_7_1,0_0_1|7_6_2,27.70872,0.880774052,0.554720138,19.57,7611.07031,51
